846163.65	997569.52	842.185
846164.04	997570.50	842.417
846163.71	997569.28	842.419
846163.71	997569.27	843.711
846164.04	997570.50	843.711
846164.92	997571.42	842.669
846164.93	997571.41	841.969
846165.21	997572.55	841.973
846165.21	997572.55	842.671
846163.76	997567.15	843.703
846163.66	997567.17	843.701
846163.61	997567.05	843.699
846162.73	997567.28	843.173
846162.73	997567.29	841.080
846162.66	997567.04	841.078
846162.67	997567.03	843.161
846162.64	997567.03	841.080
846162.64	997567.03	841.080
846162.63	997567.04	843.031
846161.87	997567.63	843.692
846161.46	997567.74	843.691
846161.41	997567.64	843.692
846157.42	997568.68	843.689
846161.91	997567.61	841.090
846161.44	997567.74	841.101
846161.40	997567.64	841.101
846157.72	997569.82	841.900
846157.72	997569.83	843.076
846157.72	997569.83	843.076
846158.19	997571.55	841.893
846157.60	997569.87	841.921
846157.60	997569.87	843.064
846164.71	997574.08	841.928
846164.70	997574.08	843.075
846156.90	997566.71	842.538
846156.89	997566.71	843.118
846157.03	997567.25	843.118
846157.05	997567.25	842.535
846156.77	997566.75	842.546
846156.76	997566.75	843.120
846156.90	997567.29	843.122
846156.90	997567.28	842.552
846157.08	997567.33	841.067
846158.32	997566.30	841.071
846158.31	997566.30	843.043
846158.46	997566.90	843.045
846158.46	997566.89	841.088
846159.83	997565.86	841.423
846159.82	997565.85	843.013
846159.82	997565.85	843.032
846159.97	997566.43	843.031
846159.97	997566.44	841.081
846159.82	997565.78	843.716
846160.28	997567.57	843.714
846160.28	997567.55	841.068
846160.08	997566.78	841.076
846160.00	997566.50	841.074
846159.82	997565.78	841.065
846162.98	997566.81	841.090
846163.95	997566.56	842.029
846163.41	997566.74	843.712
846163.18	997565.88	843.715
846163.32	997565.83	843.722
846163.21	997565.39	843.711
846163.28	997565.36	843.705
846163.03	997564.41	843.701
846163.06	997564.41	843.134
846163.31	997565.36	843.130
846163.61	997565.27	843.127
846163.59	997565.16	843.127
846163.57	997564.26	843.132
846163.56	997565.15	841.089
846163.57	997564.27	841.093
846168.61	997563.46	841.182
846168.62	997563.47	843.464
846169.54	997562.00	842.926
846169.57	997562.00	841.168
846163.52	997564.23	843.116
846163.53	997564.23	841.093
846163.73	997565.06	843.122
846163.73	997565.03	843.605
846164.44	997564.88	843.615
846164.46	997564.87	841.103
846164.56	997565.30	843.607
846165.84	997564.98	843.466
846165.84	997564.96	843.612
846168.59	997563.47	842.745
846168.58	997563.45	841.102
846168.60	997563.46	843.492
846168.76	997563.42	843.501
846168.78	997563.41	843.625
846165.25	997564.38	843.622
846171.37	997564.36	843.605
846171.37	997560.39	843.628
846168.28	997560.39	843.626
846168.29	997561.29	843.618
846167.75	997561.30	843.623
846167.73	997561.28	841.094
846168.27	997561.30	841.104
846165.17	997561.24	843.025
846166.30	997564.36	843.271
846169.99	997564.35	842.677
846171.16	997564.36	842.666
846171.16	997564.36	841.972
846169.99	997564.35	841.979
846171.38	997563.32	841.950
846171.40	997563.32	843.268
846171.40	997562.40	843.277
846171.38	997562.40	841.961
846171.46	997563.31	841.967
846171.47	997563.31	843.265
846171.48	997562.40	843.277
846171.47	997562.41	841.977
846171.38	997562.26	841.964
846171.40	997562.25	843.272
846171.41	997561.34	843.279
846171.39	997561.36	841.968
846171.47	997561.35	843.269
846171.47	997561.36	841.986
846189.46	997548.17	840.927
846193.78	997570.33	840.179
846159.15	997580.64	840.018
846153.73	997557.97	840.544
846172.72	997552.71	840.752
846161.55	997573.49	841.079
846162.22	997565.54	841.092
846170.00	997562.63	841.078
846189.46	997548.17	840.938
846193.78	997570.33	840.188
846159.15	997580.64	840.041
846153.73	997557.96	840.562
846172.72	997552.71	840.768
846161.55	997573.49	841.092
846162.22	997565.52	841.095
846170.00	997562.63	841.099
846167.13	997570.84	841.090
846170.00	997562.63	841.086
846220.67	997538.53	841.661
